"freq","unit","direct","na_item","geo","TIME_PERIOD","values"
"A","EUR_HAB","BAL","B5N","AT",2000-01-01,17900
"A","EUR_HAB","BAL","B5N","AT",2001-01-01,18100
"A","EUR_HAB","BAL","B5N","AT",2002-01-01,18200
"A","EUR_HAB","BAL","B5N","AT",2003-01-01,18700
"A","EUR_HAB","BAL","B5N","AT",2004-01-01,19400
"A","EUR_HAB","BAL","B5N","AT",2005-01-01,20200
"A","EUR_HAB","BAL","B5N","AT",2006-01-01,21300
"A","EUR_HAB","BAL","B5N","AT",2007-01-01,22400
"A","EUR_HAB","BAL","B5N","AT",2008-01-01,23200
"A","EUR_HAB","BAL","B5N","AT",2009-01-01,22700
"A","EUR_HAB","BAL","B5N","AT",2010-01-01,22700
"A","EUR_HAB","BAL","B5N","AT",2011-01-01,23200
"A","EUR_HAB","BAL","B5N","AT",2012-01-01,24300
"A","EUR_HAB","BAL","B5N","AT",2013-01-01,24200
"A","EUR_HAB","BAL","B5N","AT",2014-01-01,24600
"A","EUR_HAB","BAL","B5N","AT",2015-01-01,25100
"A","EUR_HAB","BAL","B5N","AT",2016-01-01,25300
"A","EUR_HAB","BAL","B5N","AT",2017-01-01,26100
"A","EUR_HAB","BAL","B5N","AT",2018-01-01,27200
"A","EUR_HAB","BAL","B5N","AT",2019-01-01,27800
"A","EUR_HAB","BAL","B5N","AT",2020-01-01,26700
"A","EUR_HAB","BAL","B5N","AT",2021-01-01,28300
"A","EUR_HAB","BAL","B5N","AT",2022-01-01,30400
"A","EUR_HAB","BAL","B5N","AT",2023-01-01,32500
"A","EUR_HAB","BAL","B5N","AT1",2000-01-01,19000
"A","EUR_HAB","BAL","B5N","AT1",2001-01-01,19100
"A","EUR_HAB","BAL","B5N","AT1",2002-01-01,19100
"A","EUR_HAB","BAL","B5N","AT1",2003-01-01,19500
"A","EUR_HAB","BAL","B5N","AT1",2004-01-01,20100
"A","EUR_HAB","BAL","B5N","AT1",2005-01-01,20800
"A","EUR_HAB","BAL","B5N","AT1",2006-01-01,21800
"A","EUR_HAB","BAL","B5N","AT1",2007-01-01,23000
"A","EUR_HAB","BAL","B5N","AT1",2008-01-01,23800
"A","EUR_HAB","BAL","B5N","AT1",2009-01-01,23300
"A","EUR_HAB","BAL","B5N","AT1",2010-01-01,23200
"A","EUR_HAB","BAL","B5N","AT1",2011-01-01,23600
"A","EUR_HAB","BAL","B5N","AT1",2012-01-01,24500
"A","EUR_HAB","BAL","B5N","AT1",2013-01-01,24300
"A","EUR_HAB","BAL","B5N","AT1",2014-01-01,24600
"A","EUR_HAB","BAL","B5N","AT1",2015-01-01,25100
"A","EUR_HAB","BAL","B5N","AT1",2016-01-01,25200
"A","EUR_HAB","BAL","B5N","AT1",2017-01-01,25800
"A","EUR_HAB","BAL","B5N","AT1",2018-01-01,26900
"A","EUR_HAB","BAL","B5N","AT1",2019-01-01,27400
"A","EUR_HAB","BAL","B5N","AT1",2020-01-01,26400
"A","EUR_HAB","BAL","B5N","AT1",2021-01-01,28000
"A","EUR_HAB","BAL","B5N","AT1",2022-01-01,30000
"A","EUR_HAB","BAL","B5N","AT1",2023-01-01,32000
"A","EUR_HAB","BAL","B5N","AT11",2000-01-01,15800
"A","EUR_HAB","BAL","B5N","AT11",2001-01-01,16100
"A","EUR_HAB","BAL","B5N","AT11",2002-01-01,16400
"A","EUR_HAB","BAL","B5N","AT11",2003-01-01,17100
"A","EUR_HAB","BAL","B5N","AT11",2004-01-01,18300
"A","EUR_HAB","BAL","B5N","AT11",2005-01-01,19200
"A","EUR_HAB","BAL","B5N","AT11",2006-01-01,20200
"A","EUR_HAB","BAL","B5N","AT11",2007-01-01,21300
"A","EUR_HAB","BAL","B5N","AT11",2008-01-01,22000
"A","EUR_HAB","BAL","B5N","AT11",2009-01-01,21600
"A","EUR_HAB","BAL","B5N","AT11",2010-01-01,21700
"A","EUR_HAB","BAL","B5N","AT11",2011-01-01,22100
"A","EUR_HAB","BAL","B5N","AT11",2012-01-01,23400
"A","EUR_HAB","BAL","B5N","AT11",2013-01-01,23100
"A","EUR_HAB","BAL","B5N","AT11",2014-01-01,23600
"A","EUR_HAB","BAL","B5N","AT11",2015-01-01,24400
"A","EUR_HAB","BAL","B5N","AT11",2016-01-01,24400
"A","EUR_HAB","BAL","B5N","AT11",2017-01-01,25500
"A","EUR_HAB","BAL","B5N","AT11",2018-01-01,26400
"A","EUR_HAB","BAL","B5N","AT11",2019-01-01,26900
"A","EUR_HAB","BAL","B5N","AT11",2020-01-01,26100
"A","EUR_HAB","BAL","B5N","AT11",2021-01-01,27600
"A","EUR_HAB","BAL","B5N","AT11",2022-01-01,29400
"A","EUR_HAB","BAL","B5N","AT11",2023-01-01,31200
"A","EUR_HAB","BAL","B5N","AT12",2000-01-01,18100
"A","EUR_HAB","BAL","B5N","AT12",2001-01-01,18400
"A","EUR_HAB","BAL","B5N","AT12",2002-01-01,18500
"A","EUR_HAB","BAL","B5N","AT12",2003-01-01,19100
"A","EUR_HAB","BAL","B5N","AT12",2004-01-01,19800
"A","EUR_HAB","BAL","B5N","AT12",2005-01-01,20700
"A","EUR_HAB","BAL","B5N","AT12",2006-01-01,21800
"A","EUR_HAB","BAL","B5N","AT12",2007-01-01,23000
"A","EUR_HAB","BAL","B5N","AT12",2008-01-01,23900
"A","EUR_HAB","BAL","B5N","AT12",2009-01-01,23400
"A","EUR_HAB","BAL","B5N","AT12",2010-01-01,23500
"A","EUR_HAB","BAL","B5N","AT12",2011-01-01,24100
"A","EUR_HAB","BAL","B5N","AT12",2012-01-01,25200
"A","EUR_HAB","BAL","B5N","AT12",2013-01-01,25100
"A","EUR_HAB","BAL","B5N","AT12",2014-01-01,25500
"A","EUR_HAB","BAL","B5N","AT12",2015-01-01,26100
"A","EUR_HAB","BAL","B5N","AT12",2016-01-01,26400
"A","EUR_HAB","BAL","B5N","AT12",2017-01-01,27100
"A","EUR_HAB","BAL","B5N","AT12",2018-01-01,28300
"A","EUR_HAB","BAL","B5N","AT12",2019-01-01,28800
"A","EUR_HAB","BAL","B5N","AT12",2020-01-01,27900
"A","EUR_HAB","BAL","B5N","AT12",2021-01-01,29400
"A","EUR_HAB","BAL","B5N","AT12",2022-01-01,31400
"A","EUR_HAB","BAL","B5N","AT12",2023-01-01,33400
"A","EUR_HAB","BAL","B5N","AT13",2000-01-01,20400
"A","EUR_HAB","BAL","B5N","AT13",2001-01-01,20300
"A","EUR_HAB","BAL","B5N","AT13",2002-01-01,20200
"A","EUR_HAB","BAL","B5N","AT13",2003-01-01,20300
"A","EUR_HAB","BAL","B5N","AT13",2004-01-01,20600
"A","EUR_HAB","BAL","B5N","AT13",2005-01-01,21200
"A","EUR_HAB","BAL","B5N","AT13",2006-01-01,22200
"A","EUR_HAB","BAL","B5N","AT13",2007-01-01,23200
"A","EUR_HAB","BAL","B5N","AT13",2008-01-01,24000
"A","EUR_HAB","BAL","B5N","AT13",2009-01-01,23500
"A","EUR_HAB","BAL","B5N","AT13",2010-01-01,23200
"A","EUR_HAB","BAL","B5N","AT13",2011-01-01,23400
"A","EUR_HAB","BAL","B5N","AT13",2012-01-01,24100
"A","EUR_HAB","BAL","B5N","AT13",2013-01-01,23700
"A","EUR_HAB","BAL","B5N","AT13",2014-01-01,23900
"A","EUR_HAB","BAL","B5N","AT13",2015-01-01,24200
"A","EUR_HAB","BAL","B5N","AT13",2016-01-01,24200
"A","EUR_HAB","BAL","B5N","AT13",2017-01-01,24600
"A","EUR_HAB","BAL","B5N","AT13",2018-01-01,25700
"A","EUR_HAB","BAL","B5N","AT13",2019-01-01,26300
"A","EUR_HAB","BAL","B5N","AT13",2020-01-01,25200
"A","EUR_HAB","BAL","B5N","AT13",2021-01-01,26800
"A","EUR_HAB","BAL","B5N","AT13",2022-01-01,28900
"A","EUR_HAB","BAL","B5N","AT13",2023-01-01,30900
"A","EUR_HAB","BAL","B5N","AT2",2000-01-01,16200
"A","EUR_HAB","BAL","B5N","AT2",2001-01-01,16400
"A","EUR_HAB","BAL","B5N","AT2",2002-01-01,16600
"A","EUR_HAB","BAL","B5N","AT2",2003-01-01,17100
"A","EUR_HAB","BAL","B5N","AT2",2004-01-01,17700
"A","EUR_HAB","BAL","B5N","AT2",2005-01-01,18800
"A","EUR_HAB","BAL","B5N","AT2",2006-01-01,19800
"A","EUR_HAB","BAL","B5N","AT2",2007-01-01,20900
"A","EUR_HAB","BAL","B5N","AT2",2008-01-01,21700
"A","EUR_HAB","BAL","B5N","AT2",2009-01-01,21200
"A","EUR_HAB","BAL","B5N","AT2",2010-01-01,21200
"A","EUR_HAB","BAL","B5N","AT2",2011-01-01,21800
"A","EUR_HAB","BAL","B5N","AT2",2012-01-01,22800
"A","EUR_HAB","BAL","B5N","AT2",2013-01-01,22700
"A","EUR_HAB","BAL","B5N","AT2",2014-01-01,23100
"A","EUR_HAB","BAL","B5N","AT2",2015-01-01,23700
"A","EUR_HAB","BAL","B5N","AT2",2016-01-01,23800
"A","EUR_HAB","BAL","B5N","AT2",2017-01-01,24800
"A","EUR_HAB","BAL","B5N","AT2",2018-01-01,26000
"A","EUR_HAB","BAL","B5N","AT2",2019-01-01,26500
"A","EUR_HAB","BAL","B5N","AT2",2020-01-01,25500
"A","EUR_HAB","BAL","B5N","AT2",2021-01-01,27100
"A","EUR_HAB","BAL","B5N","AT2",2022-01-01,29300
"A","EUR_HAB","BAL","B5N","AT2",2023-01-01,31300
"A","EUR_HAB","BAL","B5N","AT21",2000-01-01,15700
"A","EUR_HAB","BAL","B5N","AT21",2001-01-01,16100
"A","EUR_HAB","BAL","B5N","AT21",2002-01-01,16100
"A","EUR_HAB","BAL","B5N","AT21",2003-01-01,16700
"A","EUR_HAB","BAL","B5N","AT21",2004-01-01,17400
"A","EUR_HAB","BAL","B5N","AT21",2005-01-01,18500
"A","EUR_HAB","BAL","B5N","AT21",2006-01-01,19500
"A","EUR_HAB","BAL","B5N","AT21",2007-01-01,20600
"A","EUR_HAB","BAL","B5N","AT21",2008-01-01,21300
"A","EUR_HAB","BAL","B5N","AT21",2009-01-01,20800
"A","EUR_HAB","BAL","B5N","AT21",2010-01-01,20900
"A","EUR_HAB","BAL","B5N","AT21",2011-01-01,21200
"A","EUR_HAB","BAL","B5N","AT21",2012-01-01,22300
"A","EUR_HAB","BAL","B5N","AT21",2013-01-01,22100
"A","EUR_HAB","BAL","B5N","AT21",2014-01-01,22600
"A","EUR_HAB","BAL","B5N","AT21",2015-01-01,23200
"A","EUR_HAB","BAL","B5N","AT21",2016-01-01,23300
"A","EUR_HAB","BAL","B5N","AT21",2017-01-01,24100
"A","EUR_HAB","BAL","B5N","AT21",2018-01-01,25200
"A","EUR_HAB","BAL","B5N","AT21",2019-01-01,25700
"A","EUR_HAB","BAL","B5N","AT21",2020-01-01,24800
"A","EUR_HAB","BAL","B5N","AT21",2021-01-01,26300
"A","EUR_HAB","BAL","B5N","AT21",2022-01-01,28300
"A","EUR_HAB","BAL","B5N","AT21",2023-01-01,30400
"A","EUR_HAB","BAL","B5N","AT22",2000-01-01,16400
"A","EUR_HAB","BAL","B5N","AT22",2001-01-01,16600
"A","EUR_HAB","BAL","B5N","AT22",2002-01-01,16800
"A","EUR_HAB","BAL","B5N","AT22",2003-01-01,17300
"A","EUR_HAB","BAL","B5N","AT22",2004-01-01,17900
"A","EUR_HAB","BAL","B5N","AT22",2005-01-01,18900
"A","EUR_HAB","BAL","B5N","AT22",2006-01-01,19900
"A","EUR_HAB","BAL","B5N","AT22",2007-01-01,21000
"A","EUR_HAB","BAL","B5N","AT22",2008-01-01,21900
"A","EUR_HAB","BAL","B5N","AT22",2009-01-01,21300
"A","EUR_HAB","BAL","B5N","AT22",2010-01-01,21400
"A","EUR_HAB","BAL","B5N","AT22",2011-01-01,22000
"A","EUR_HAB","BAL","B5N","AT22",2012-01-01,23000
"A","EUR_HAB","BAL","B5N","AT22",2013-01-01,22900
"A","EUR_HAB","BAL","B5N","AT22",2014-01-01,23400
"A","EUR_HAB","BAL","B5N","AT22",2015-01-01,24000
"A","EUR_HAB","BAL","B5N","AT22",2016-01-01,24100
"A","EUR_HAB","BAL","B5N","AT22",2017-01-01,25100
"A","EUR_HAB","BAL","B5N","AT22",2018-01-01,26400
"A","EUR_HAB","BAL","B5N","AT22",2019-01-01,26900
"A","EUR_HAB","BAL","B5N","AT22",2020-01-01,25900
"A","EUR_HAB","BAL","B5N","AT22",2021-01-01,27500
"A","EUR_HAB","BAL","B5N","AT22",2022-01-01,29700
"A","EUR_HAB","BAL","B5N","AT22",2023-01-01,31700
"A","EUR_HAB","BAL","B5N","AT3",2000-01-01,17800
"A","EUR_HAB","BAL","B5N","AT3",2001-01-01,18000
"A","EUR_HAB","BAL","B5N","AT3",2002-01-01,18100
"A","EUR_HAB","BAL","B5N","AT3",2003-01-01,18700
"A","EUR_HAB","BAL","B5N","AT3",2004-01-01,19500
"A","EUR_HAB","BAL","B5N","AT3",2005-01-01,20400
"A","EUR_HAB","BAL","B5N","AT3",2006-01-01,21500
"A","EUR_HAB","BAL","B5N","AT3",2007-01-01,22600
"A","EUR_HAB","BAL","B5N","AT3",2008-01-01,23400
"A","EUR_HAB","BAL","B5N","AT3",2009-01-01,23000
"A","EUR_HAB","BAL","B5N","AT3",2010-01-01,22900
"A","EUR_HAB","BAL","B5N","AT3",2011-01-01,23600
"A","EUR_HAB","BAL","B5N","AT3",2012-01-01,24800
"A","EUR_HAB","BAL","B5N","AT3",2013-01-01,24900
"A","EUR_HAB","BAL","B5N","AT3",2014-01-01,25400
"A","EUR_HAB","BAL","B5N","AT3",2015-01-01,26100
"A","EUR_HAB","BAL","B5N","AT3",2016-01-01,26300
"A","EUR_HAB","BAL","B5N","AT3",2017-01-01,27200
"A","EUR_HAB","BAL","B5N","AT3",2018-01-01,28400
"A","EUR_HAB","BAL","B5N","AT3",2019-01-01,29000
"A","EUR_HAB","BAL","B5N","AT3",2020-01-01,27700
"A","EUR_HAB","BAL","B5N","AT3",2021-01-01,29200
"A","EUR_HAB","BAL","B5N","AT3",2022-01-01,31600
"A","EUR_HAB","BAL","B5N","AT3",2023-01-01,33900
"A","EUR_HAB","BAL","B5N","AT31",2000-01-01,17400
"A","EUR_HAB","BAL","B5N","AT31",2001-01-01,17700
"A","EUR_HAB","BAL","B5N","AT31",2002-01-01,17800
"A","EUR_HAB","BAL","B5N","AT31",2003-01-01,18300
"A","EUR_HAB","BAL","B5N","AT31",2004-01-01,19200
"A","EUR_HAB","BAL","B5N","AT31",2005-01-01,20200
"A","EUR_HAB","BAL","B5N","AT31",2006-01-01,21400
"A","EUR_HAB","BAL","B5N","AT31",2007-01-01,22500
"A","EUR_HAB","BAL","B5N","AT31",2008-01-01,23400
"A","EUR_HAB","BAL","B5N","AT31",2009-01-01,22900
"A","EUR_HAB","BAL","B5N","AT31",2010-01-01,22800
"A","EUR_HAB","BAL","B5N","AT31",2011-01-01,23500
"A","EUR_HAB","BAL","B5N","AT31",2012-01-01,24600
"A","EUR_HAB","BAL","B5N","AT31",2013-01-01,24600
"A","EUR_HAB","BAL","B5N","AT31",2014-01-01,25200
"A","EUR_HAB","BAL","B5N","AT31",2015-01-01,25700
"A","EUR_HAB","BAL","B5N","AT31",2016-01-01,25800
"A","EUR_HAB","BAL","B5N","AT31",2017-01-01,26700
"A","EUR_HAB","BAL","B5N","AT31",2018-01-01,28000
"A","EUR_HAB","BAL","B5N","AT31",2019-01-01,28600
"A","EUR_HAB","BAL","B5N","AT31",2020-01-01,27500
"A","EUR_HAB","BAL","B5N","AT31",2021-01-01,29200
"A","EUR_HAB","BAL","B5N","AT31",2022-01-01,31300
"A","EUR_HAB","BAL","B5N","AT31",2023-01-01,33400
"A","EUR_HAB","BAL","B5N","AT32",2000-01-01,18200
"A","EUR_HAB","BAL","B5N","AT32",2001-01-01,18400
"A","EUR_HAB","BAL","B5N","AT32",2002-01-01,18300
"A","EUR_HAB","BAL","B5N","AT32",2003-01-01,19000
"A","EUR_HAB","BAL","B5N","AT32",2004-01-01,19700
"A","EUR_HAB","BAL","B5N","AT32",2005-01-01,20800
"A","EUR_HAB","BAL","B5N","AT32",2006-01-01,21700
"A","EUR_HAB","BAL","B5N","AT32",2007-01-01,22900
"A","EUR_HAB","BAL","B5N","AT32",2008-01-01,23700
"A","EUR_HAB","BAL","B5N","AT32",2009-01-01,23300
"A","EUR_HAB","BAL","B5N","AT32",2010-01-01,23200
"A","EUR_HAB","BAL","B5N","AT32",2011-01-01,23700
"A","EUR_HAB","BAL","B5N","AT32",2012-01-01,25000
"A","EUR_HAB","BAL","B5N","AT32",2013-01-01,25000
"A","EUR_HAB","BAL","B5N","AT32",2014-01-01,25500
"A","EUR_HAB","BAL","B5N","AT32",2015-01-01,26200
"A","EUR_HAB","BAL","B5N","AT32",2016-01-01,26500
"A","EUR_HAB","BAL","B5N","AT32",2017-01-01,27300
"A","EUR_HAB","BAL","B5N","AT32",2018-01-01,28500
"A","EUR_HAB","BAL","B5N","AT32",2019-01-01,29000
"A","EUR_HAB","BAL","B5N","AT32",2020-01-01,27500
"A","EUR_HAB","BAL","B5N","AT32",2021-01-01,28800
"A","EUR_HAB","BAL","B5N","AT32",2022-01-01,31700
"A","EUR_HAB","BAL","B5N","AT32",2023-01-01,34200
"A","EUR_HAB","BAL","B5N","AT33",2000-01-01,17400
"A","EUR_HAB","BAL","B5N","AT33",2001-01-01,17600
"A","EUR_HAB","BAL","B5N","AT33",2002-01-01,17900
"A","EUR_HAB","BAL","B5N","AT33",2003-01-01,18600
"A","EUR_HAB","BAL","B5N","AT33",2004-01-01,19200
"A","EUR_HAB","BAL","B5N","AT33",2005-01-01,20000
"A","EUR_HAB","BAL","B5N","AT33",2006-01-01,20900
"A","EUR_HAB","BAL","B5N","AT33",2007-01-01,21900
"A","EUR_HAB","BAL","B5N","AT33",2008-01-01,22600
"A","EUR_HAB","BAL","B5N","AT33",2009-01-01,22200
"A","EUR_HAB","BAL","B5N","AT33",2010-01-01,22200
"A","EUR_HAB","BAL","B5N","AT33",2011-01-01,22800
"A","EUR_HAB","BAL","B5N","AT33",2012-01-01,24100
"A","EUR_HAB","BAL","B5N","AT33",2013-01-01,24300
"A","EUR_HAB","BAL","B5N","AT33",2014-01-01,24700
"A","EUR_HAB","BAL","B5N","AT33",2015-01-01,25400
"A","EUR_HAB","BAL","B5N","AT33",2016-01-01,25700
"A","EUR_HAB","BAL","B5N","AT33",2017-01-01,26600
"A","EUR_HAB","BAL","B5N","AT33",2018-01-01,27800
"A","EUR_HAB","BAL","B5N","AT33",2019-01-01,28400
"A","EUR_HAB","BAL","B5N","AT33",2020-01-01,27100
"A","EUR_HAB","BAL","B5N","AT33",2021-01-01,28400
"A","EUR_HAB","BAL","B5N","AT33",2022-01-01,31200
"A","EUR_HAB","BAL","B5N","AT33",2023-01-01,33700
"A","EUR_HAB","BAL","B5N","AT34",2000-01-01,19500
"A","EUR_HAB","BAL","B5N","AT34",2001-01-01,19600
"A","EUR_HAB","BAL","B5N","AT34",2002-01-01,19800
"A","EUR_HAB","BAL","B5N","AT34",2003-01-01,20300
"A","EUR_HAB","BAL","B5N","AT34",2004-01-01,20900
"A","EUR_HAB","BAL","B5N","AT34",2005-01-01,21700
"A","EUR_HAB","BAL","B5N","AT34",2006-01-01,23000
"A","EUR_HAB","BAL","B5N","AT34",2007-01-01,23900
"A","EUR_HAB","BAL","B5N","AT34",2008-01-01,24700
"A","EUR_HAB","BAL","B5N","AT34",2009-01-01,24300
"A","EUR_HAB","BAL","B5N","AT34",2010-01-01,24400
"A","EUR_HAB","BAL","B5N","AT34",2011-01-01,25300
"A","EUR_HAB","BAL","B5N","AT34",2012-01-01,26800
"A","EUR_HAB","BAL","B5N","AT34",2013-01-01,27000
"A","EUR_HAB","BAL","B5N","AT34",2014-01-01,27700
"A","EUR_HAB","BAL","B5N","AT34",2015-01-01,28800
"A","EUR_HAB","BAL","B5N","AT34",2016-01-01,28900
"A","EUR_HAB","BAL","B5N","AT34",2017-01-01,29600
"A","EUR_HAB","BAL","B5N","AT34",2018-01-01,30600
"A","EUR_HAB","BAL","B5N","AT34",2019-01-01,31400
"A","EUR_HAB","BAL","B5N","AT34",2020-01-01,29900
"A","EUR_HAB","BAL","B5N","AT34",2021-01-01,31400
"A","EUR_HAB","BAL","B5N","AT34",2022-01-01,33600
"A","EUR_HAB","BAL","B5N","AT34",2023-01-01,35500
"A","EUR_HAB","BAL","B5N","BE",2000-01-01,18300
"A","EUR_HAB","BAL","B5N","BE",2001-01-01,19200
"A","EUR_HAB","BAL","B5N","BE",2002-01-01,19400
"A","EUR_HAB","BAL","B5N","BE",2003-01-01,19400
"A","EUR_HAB","BAL","B5N","BE",2004-01-01,19800
"A","EUR_HAB","BAL","B5N","BE",2005-01-01,20400
"A","EUR_HAB","BAL","B5N","BE",2006-01-01,21300
"A","EUR_HAB","BAL","B5N","BE",2007-01-01,22300
"A","EUR_HAB","BAL","B5N","BE",2008-01-01,23300
"A","EUR_HAB","BAL","B5N","BE",2009-01-01,22600
"A","EUR_HAB","BAL","B5N","BE",2010-01-01,22900
"A","EUR_HAB","BAL","B5N","BE",2011-01-01,23400
"A","EUR_HAB","BAL","B5N","BE",2012-01-01,24000
"A","EUR_HAB","BAL","B5N","BE",2013-01-01,24200
"A","EUR_HAB","BAL","B5N","BE",2014-01-01,24400
"A","EUR_HAB","BAL","B5N","BE",2015-01-01,24600
"A","EUR_HAB","BAL","B5N","BE",2016-01-01,24800
"A","EUR_HAB","BAL","B5N","BE",2017-01-01,25600
"A","EUR_HAB","BAL","B5N","BE",2018-01-01,26200
"A","EUR_HAB","BAL","B5N","BE",2019-01-01,26900
"A","EUR_HAB","BAL","B5N","BE",2020-01-01,26400
"A","EUR_HAB","BAL","B5N","BE",2021-01-01,28200
"A","EUR_HAB","BAL","B5N","BE",2022-01-01,31000
"A","EUR_HAB","BAL","B5N","BE",2023-01-01,33300
"A","EUR_HAB","BAL","B5N","BE1",2000-01-01,18300
"A","EUR_HAB","BAL","B5N","BE1",2001-01-01,19000
"A","EUR_HAB","BAL","B5N","BE1",2002-01-01,19000
"A","EUR_HAB","BAL","B5N","BE1",2003-01-01,19000
"A","EUR_HAB","BAL","B5N","BE1",2004-01-01,19100
"A","EUR_HAB","BAL","B5N","BE1",2005-01-01,19200
"A","EUR_HAB","BAL","B5N","BE1",2006-01-01,19900
"A","EUR_HAB","BAL","B5N","BE1",2007-01-01,20900
"A","EUR_HAB","BAL","B5N","BE1",2008-01-01,21600
"A","EUR_HAB","BAL","B5N","BE1",2009-01-01,21000
"A","EUR_HAB","BAL","B5N","BE1",2010-01-01,21000
"A","EUR_HAB","BAL","B5N","BE1",2011-01-01,21000
"A","EUR_HAB","BAL","B5N","BE1",2012-01-01,21300
"A","EUR_HAB","BAL","B5N","BE1",2013-01-01,21400
"A","EUR_HAB","BAL","B5N","BE1",2014-01-01,21500
"A","EUR_HAB","BAL","B5N","BE1",2015-01-01,21600
"A","EUR_HAB","BAL","B5N","BE1",2016-01-01,22300
"A","EUR_HAB","BAL","B5N","BE1",2017-01-01,22800
"A","EUR_HAB","BAL","B5N","BE1",2018-01-01,23700
"A","EUR_HAB","BAL","B5N","BE1",2019-01-01,24600
"A","EUR_HAB","BAL","B5N","BE1",2020-01-01,23800
"A","EUR_HAB","BAL","B5N","BE1",2021-01-01,25600
"A","EUR_HAB","BAL","B5N","BE1",2022-01-01,28400
"A","EUR_HAB","BAL","B5N","BE1",2023-01-01,30800
"A","EUR_HAB","BAL","B5N","BE10",2000-01-01,18300
"A","EUR_HAB","BAL","B5N","BE10",2001-01-01,19000
"A","EUR_HAB","BAL","B5N","BE10",2002-01-01,19000
"A","EUR_HAB","BAL","B5N","BE10",2003-01-01,19000
"A","EUR_HAB","BAL","B5N","BE10",2004-01-01,19100
"A","EUR_HAB","BAL","B5N","BE10",2005-01-01,19200
"A","EUR_HAB","BAL","B5N","BE10",2006-01-01,19900
"A","EUR_HAB","BAL","B5N","BE10",2007-01-01,20900
"A","EUR_HAB","BAL","B5N","BE10",2008-01-01,21600
"A","EUR_HAB","BAL","B5N","BE10",2009-01-01,21000
"A","EUR_HAB","BAL","B5N","BE10",2010-01-01,21000
"A","EUR_HAB","BAL","B5N","BE10",2011-01-01,21000
"A","EUR_HAB","BAL","B5N","BE10",2012-01-01,21300
"A","EUR_HAB","BAL","B5N","BE10",2013-01-01,21400
"A","EUR_HAB","BAL","B5N","BE10",2014-01-01,21500
"A","EUR_HAB","BAL","B5N","BE10",2015-01-01,21600
"A","EUR_HAB","BAL","B5N","BE10",2016-01-01,22300
"A","EUR_HAB","BAL","B5N","BE10",2017-01-01,22800
"A","EUR_HAB","BAL","B5N","BE10",2018-01-01,23700
"A","EUR_HAB","BAL","B5N","BE10",2019-01-01,24600
"A","EUR_HAB","BAL","B5N","BE10",2020-01-01,23800
"A","EUR_HAB","BAL","B5N","BE10",2021-01-01,25600
"A","EUR_HAB","BAL","B5N","BE10",2022-01-01,28400
"A","EUR_HAB","BAL","B5N","BE10",2023-01-01,30800
"A","EUR_HAB","BAL","B5N","BE2",2000-01-01,19700
"A","EUR_HAB","BAL","B5N","BE2",2001-01-01,20700
"A","EUR_HAB","BAL","B5N","BE2",2002-01-01,20900
"A","EUR_HAB","BAL","B5N","BE2",2003-01-01,21000
"A","EUR_HAB","BAL","B5N","BE2",2004-01-01,21400
"A","EUR_HAB","BAL","B5N","BE2",2005-01-01,22100
"A","EUR_HAB","BAL","B5N","BE2",2006-01-01,23000
"A","EUR_HAB","BAL","B5N","BE2",2007-01-01,24100
"A","EUR_HAB","BAL","B5N","BE2",2008-01-01,25200
"A","EUR_HAB","BAL","B5N","BE2",2009-01-01,24500
"A","EUR_HAB","BAL","B5N","BE2",2010-01-01,24900
"A","EUR_HAB","BAL","B5N","BE2",2011-01-01,25500
"A","EUR_HAB","BAL","B5N","BE2",2012-01-01,26100
"A","EUR_HAB","BAL","B5N","BE2",2013-01-01,26400
"A","EUR_HAB","BAL","B5N","BE2",2014-01-01,26600
"A","EUR_HAB","BAL","B5N","BE2",2015-01-01,26900
"A","EUR_HAB","BAL","B5N","BE2",2016-01-01,27000
"A","EUR_HAB","BAL","B5N","BE2",2017-01-01,28000
"A","EUR_HAB","BAL","B5N","BE2",2018-01-01,28600
"A","EUR_HAB","BAL","B5N","BE2",2019-01-01,29200
"A","EUR_HAB","BAL","B5N","BE2",2020-01-01,28600
"A","EUR_HAB","BAL","B5N","BE2",2021-01-01,30500
"A","EUR_HAB","BAL","B5N","BE2",2022-01-01,33600
"A","EUR_HAB","BAL","B5N","BE2",2023-01-01,36200
"A","EUR_HAB","BAL","B5N","BE21",2000-01-01,19500
"A","EUR_HAB","BAL","B5N","BE21",2001-01-01,20600
"A","EUR_HAB","BAL","B5N","BE21",2002-01-01,20800
"A","EUR_HAB","BAL","B5N","BE21",2003-01-01,20800
"A","EUR_HAB","BAL","B5N","BE21",2004-01-01,21100
"A","EUR_HAB","BAL","B5N","BE21",2005-01-01,21800
"A","EUR_HAB","BAL","B5N","BE21",2006-01-01,22700
"A","EUR_HAB","BAL","B5N","BE21",2007-01-01,23700
"A","EUR_HAB","BAL","B5N","BE21",2008-01-01,24800
"A","EUR_HAB","BAL","B5N","BE21",2009-01-01,24000
"A","EUR_HAB","BAL","B5N","BE21",2010-01-01,24400
"A","EUR_HAB","BAL","B5N","BE21",2011-01-01,24800
"A","EUR_HAB","BAL","B5N","BE21",2012-01-01,25400
"A","EUR_HAB","BAL","B5N","BE21",2013-01-01,25600
"A","EUR_HAB","BAL","B5N","BE21",2014-01-01,25700
"A","EUR_HAB","BAL","B5N","BE21",2015-01-01,26000
